"Datum" "Base" "Peak" "BaseVolume" "PeakVolume"
"1346" "2008-10-15" "88.59" "106.53" "410.9317" "222.7014"
"1347" "2008-10-16" "88.77" "111.47" "428.269" "244.0952"
"1348" "2008-10-17" "76.14" "91.05" "419.2961" "236.2698"
"1349" "2008-10-18" "68.1" "74.73" "356.9337" "174.9231"
"1350" "2008-10-19" "58.58" "61.43" "359.5748" "178.7926"
"1351" "2008-10-20" "73.87" "95.04" "415.4782" "223.6045"
"1352" "2008-10-21" "84.33" "107.42" "423.2942" "229.9033"
"1353" "2008-10-22" "99.85" "128.36" "433.4515" "228.568"
"1354" "2008-10-23" "91.38" "111.92" "440.7595" "233.1444"
"1355" "2008-10-24" "85.64" "101.92" "422.7081" "228.3825"
"1356" "2008-10-25" "70.09" "81.31" "358.9241" "179.5785"
"1357" "2008-10-26" "49.65" "57.96" "338.8122" "162.4755"
"1358" "2008-10-27" "102.32" "136.66" "404.7173" "219.5276"
"1359" "2008-10-28" "96.42" "126.49" "412.235" "221.6791"
"1360" "2008-10-29" "97.84" "124.53" "422.5779" "228.7519"
"1361" "2008-10-30" "97.62" "124.11" "410.5342" "228.0291"
"1362" "2008-10-31" "85.58" "110.04" "423.5984" "230.5143"
"1363" "2008-11-01" "54.08" "58.82" "358.7976" "174.7239"
"1364" "2008-11-02" "47.41" "55.83" "384.4173" "189.9932"
"1365" "2008-11-03" "83.73" "117.19" "420.7855" "236.9258"
"1366" "2008-11-04" "83.07" "109.88" "447.5711" "246.5754"
"1367" "2008-11-05" "73.85" "94.7" "413.0187" "223.3331"
"1368" "2008-11-06" "83.57" "102.71" "449.337" "251.4558"
"1369" "2008-11-07" "77.39" "95.95" "432.3769" "243.4523"
"1370" "2008-11-08" "60.18" "70.71" "415.6341" "211.7186"
"1371" "2008-11-09" "38.83" "49.39" "370.829" "181.4504"
"1372" "2008-11-10" "50.61" "70.27" "398.7666" "222.5577"
"1373" "2008-11-11" "56.35" "69.49" "407.5383" "228.4372"
"1374" "2008-11-12" "71.11" "86.71" "425.0691" "236.1503"
"1375" "2008-11-13" "77.86" "93.17" "441.34" "251.7491"
"1376" "2008-11-14" "66.82" "78.84" "392.1739" "219.7184"
"1377" "2008-11-15" "51.61" "59.52" "355.1858" "177.8435"
"1378" "2008-11-16" "30.46" "37.62" "349.2896" "173.3199"
"1379" "2008-11-17" "69.21" "96.94" "437.0643" "251.2611"
"1380" "2008-11-18" "59.35" "70.88" "429.4094" "237.7981"
"1381" "2008-11-19" "59.56" "67.63" "421.3616" "230.3029"
"1382" "2008-11-20" "56.97" "69.96" "418.6862" "236.6719"
"1383" "2008-11-21" "57.62" "71.21" "407.6884" "224.3399"
"1384" "2008-11-22" "41.71" "52.61" "385.3141" "192.0324"
"1385" "2008-11-23" "36.15" "42.75" "391.7051" "199.6295"
"1386" "2008-11-24" "95.2" "127.6" "434.1133" "233.7069"
"1387" "2008-11-25" "104.91" "148.3" "444.4621" "238.3867"
"1388" "2008-11-26" "70.48" "86.95" "434.1876" "235.5272"
"1389" "2008-11-27" "70.85" "87.56" "394.5335" "219.8892"
"1390" "2008-11-28" "73.26" "90.96" "407.3975" "215.8407"
"1391" "2008-11-29" "58.75" "71.64" "438.589" "219.4216"
"1392" "2008-11-30" "50.59" "57.6" "445.8305" "221.8945"
"1393" "2008-12-01" "70.82" "92.44" "415.5542" "225.8036"
"1394" "2008-12-02" "71.05" "87.74" "409.319" "226.6051"
"1395" "2008-12-03" "66.17" "85.85" "414.2011" "228.1337"
"1396" "2008-12-04" "68.29" "82.96" "421.9711" "228.3278"
"1397" "2008-12-05" "65.13" "79.87" "424.0778" "237.0427"
"1398" "2008-12-06" "58.89" "68.93" "382.8315" "192.5427"
"1399" "2008-12-07" "52.19" "58.21" "378.5641" "189.5013"
"1400" "2008-12-08" "67.43" "79.71" "416.2974" "225.6207"
"1401" "2008-12-09" "81.63" "103.56" "440.2886" "237.8116"
"1402" "2008-12-10" "78.91" "101.07" "459.1742" "260.3543"
"1403" "2008-12-11" "86.64" "113.63" "431.2879" "243.0236"
"1404" "2008-12-12" "70.96" "87.88" "447.3789" "245.5743"
"1405" "2008-12-13" "42.33" "50.02" "374.9512" "182.7289"
"1406" "2008-12-14" "34.58" "43.4" "356.1524" "176.4419"
"1407" "2008-12-15" "69.53" "89.47" "416.4619" "229.492"
"1408" "2008-12-16" "69.11" "84.19" "448.6131" "236.9769"
"1409" "2008-12-17" "68.17" "83.11" "440.2237" "239.7119"
"1410" "2008-12-18" "59.08" "72.36" "434.4427" "240.2447"
"1411" "2008-12-19" "52.69" "63.06" "394.1603" "224.7687"
"1412" "2008-12-20" "38.9" "48.41" "387.9464" "199.5254"
"1413" "2008-12-21" "33.75" "50.2" "373.9194" "187.3393"
"1414" "2008-12-22" "22.7" "53.91" "435.2283" "249.6976"
"1415" "2008-12-23" "43.41" "57.46" "414.4922" "229.3509"
"1416" "2008-12-24" "29.89" "37.95" "423.4649" "236.4709"
"1417" "2008-12-25" "24.25" "27.16" "437.2903" "246.3441"
"1418" "2008-12-26" "31.34" "40.89" "431.7149" "245.3954"
"1419" "2008-12-27" "48.13" "53.67" "409.6777" "209.1629"
"1420" "2008-12-28" "40.73" "44.02" "378.0166" "190.2814"
"1421" "2008-12-29" "51.08" "59.7" "433.8943" "242.6544"
"1422" "2008-12-30" "51.91" "60.84" "426.7904" "237.9251"
"1423" "2008-12-31" "41.38" "43.92" "435.5324" "248.6899"
"1424" "2009-01-01" "41.96" "42.52" "477.7174" "266.9322"
"1425" "2009-01-02" "53.74" "63.91" "496.2529" "259.856"
"1426" "2009-01-03" "45.25" "52.81" "384.0126" "183.818"
"1427" "2009-01-04" "45.04" "53.31" "404.0141" "204.4401"
"1428" "2009-01-05" "52.31" "59.88" "408.8656" "215.6709"
"1429" "2009-01-06" "50.3" "57.61" "428.1546" "238.3926"
"1430" "2009-01-07" "64.74" "80.69" "395.8665" "207.8591"
"1431" "2009-01-08" "79.45" "95.48" "394.7854" "202.1564"
"1432" "2009-01-09" "75.03" "92.55" "391.7217" "205.026"
"1433" "2009-01-10" "50.36" "57.99" "370.6241" "186.5029"
"1434" "2009-01-11" "39.2" "40.84" "368.6116" "182.5372"
"1435" "2009-01-12" "57.79" "75.7" "354.3016" "185.8151"
"1436" "2009-01-13" "74.18" "93.99" "388.3986" "206.1706"
"1437" "2009-01-14" "76.55" "91.99" "424.2363" "213.7085"
"1438" "2009-01-15" "86.36" "114.63" "425.2095" "225.6957"
"1439" "2009-01-16" "67.95" "81.12" "409.064" "217.5225"
"1440" "2009-01-17" "51.47" "57.7" "352.4737" "171.213"
"1441" "2009-01-18" "36.39" "44.18" "343.311" "170.0234"
"1442" "2009-01-19" "56.39" "68.98" "374.9332" "196.9189"
"1443" "2009-01-20" "58.83" "74.05" "391.4298" "202.7544"
"1444" "2009-01-21" "60.53" "73.49" "418.8032" "218.1163"
"1445" "2009-01-22" "55.04" "64.42" "390.254" "202.31"
"1446" "2009-01-23" "49.46" "60.23" "361.0192" "190.8601"
"1447" "2009-01-24" "39.46" "48.82" "388.1757" "197.0883"
"1448" "2009-01-25" "42.31" "43.44" "416.1103" "214.2624"
"1449" "2009-01-26" "61.56" "77.97" "424.3833" "217.4729"
"1450" "2009-01-27" "62.52" "75.7" "431.7751" "226.632"
"1451" "2009-01-28" "62.13" "75.18" "426.2388" "219.4322"
"1452" "2009-01-29" "69.9" "85.54" "425.6486" "228.9281"
"1453" "2009-01-30" "60.33" "72.2" "386.0164" "200.2026"
"1454" "2009-01-31" "44.2" "50.54" "357.6692" "172.9519"
"1455" "2009-02-01" "37.33" "38.88" "335.1137" "165.6426"
"1456" "2009-02-02" "49.47" "60.72" "340.1655" "186.3151"
"1457" "2009-02-03" "60.44" "76.88" "395.2862" "214.1646"
"1458" "2009-02-04" "64.03" "74.99" "398.0986" "211.8695"
"1459" "2009-02-05" "57.35" "66.3" "382.141" "202.3384"
"1460" "2009-02-06" "55.5" "65.64" "375.4678" "201.131"
"1461" "2009-02-07" "45.8" "53.22" "351.0013" "171.4479"
"1462" "2009-02-08" "39.4" "42.14" "361.2481" "176.2433"
"1463" "2009-02-09" "61.47" "77.09" "385.6573" "201.1604"
"1464" "2009-02-10" "46.29" "55.78" "358.3758" "192.7714"
"1465" "2009-02-11" "49" "58.2" "343.4959" "173.6316"
"1466" "2009-02-12" "52.18" "60.49" "368.6086" "192.4556"
"1467" "2009-02-13" "55.92" "63.01" "394.1751" "212.8434"
"1468" "2009-02-14" "42.37" "45.92" "337.6985" "168.2341"
"1469" "2009-02-15" "34.27" "33.6" "355.1782" "178.9654"
"1470" "2009-02-16" "65.91" "78.98" "376.0719" "195.9037"
"1471" "2009-02-17" "52.15" "63.36" "384.5971" "203.9378"
"1472" "2009-02-18" "51.86" "59.66" "383.5451" "198.8104"
"1473" "2009-02-19" "52.27" "59.24" "388.8736" "199.3518"
"1474" "2009-02-20" "48.54" "54.3" "392.6721" "206.5763"
"1475" "2009-02-21" "44.63" "49.31" "355.7952" "182.0944"
"1476" "2009-02-22" "24.98" "30.82" "326.2037" "163.6275"
"1477" "2009-02-23" "37.01" "46.51" "370.0378" "194.2324"
"1478" "2009-02-24" "49.31" "54.86" "393.4867" "203.992"
"1479" "2009-02-25" "41.88" "49.41" "385.5401" "206.8607"
"1480" "2009-02-26" "38.04" "42.68" "422.0967" "240.0437"
"1481" "2009-02-27" "40.9" "47.16" "386.0791" "211.0495"
"1482" "2009-02-28" "39.74" "44.87" "368.2103" "183.4482"
"1483" "2009-03-01" "41.04" "44.18" "424.5649" "208.8028"
"1484" "2009-03-02" "47" "53.18" "396.5567" "207.2959"
"1485" "2009-03-03" "40.58" "47.77" "356.1906" "179.7173"
"1486" "2009-03-04" "40.8" "46.41" "340.3431" "179.7278"
"1487" "2009-03-05" "44.33" "52.4" "340.9557" "177.6044"
"1488" "2009-03-06" "40.48" "46.51" "346.6493" "178.999"
"1489" "2009-03-07" "35.76" "39.75" "375.0638" "187.056"
"1490" "2009-03-08" "13" "19.75" "326.626" "168.4574"
"1491" "2009-03-09" "38.19" "46.89" "370.3262" "207.2234"
"1492" "2009-03-10" "42.3" "51.25" "368.5344" "199.8159"
"1493" "2009-03-11" "41.79" "46.84" "355.8166" "188.0364"
"1494" "2009-03-12" "41.42" "47.97" "352.2399" "184.0403"
"1495" "2009-03-13" "42.85" "48.6" "399.3718" "216.7933"
"1496" "2009-03-14" "35.55" "37.4" "379.4926" "189.9732"
"1497" "2009-03-15" "27.28" "28.87" "339.9793" "166.9792"
"1498" "2009-03-16" "38.19" "44.24" "403.6588" "211.5891"
"1499" "2009-03-17" "37.34" "41.26" "366.822" "188.1365"
"1500" "2009-03-18" "36.82" "41.89" "360.9191" "192.9997"
"1501" "2009-03-19" "38.2" "41.26" "424.4856" "221.7784"
"1502" "2009-03-20" "39.4" "43.89" "385.0235" "206.786"
"1503" "2009-03-21" "35.33" "36.48" "370.9958" "182.6129"
"1504" "2009-03-22" "23.98" "21.08" "360.3951" "186.2209"
"1505" "2009-03-23" "30.67" "40.02" "425.1028" "238.6838"
"1506" "2009-03-24" "38.77" "42.96" "380.5889" "204.6943"
"1507" "2009-03-25" "40.46" "45.79" "353.8493" "184.8378"
"1508" "2009-03-26" "40.44" "45.03" "362.2059" "181.9347"
"1509" "2009-03-27" "35.54" "39.94" "368.5911" "208.8593"
"1510" "2009-03-28" "34.49" "38.12" "335.0877" "168.0772"
"1511" "2009-03-29" "30.13" "32.56" "321.9803" "160.6902"
"1512" "2009-03-30" "41.93" "46.11" "378.7669" "196.58"
"1513" "2009-03-31" "38.96" "42.38" "380.4549" "201.4557"
"1514" "2009-04-01" "40.57" "46.67" "381.0597" "206.3657"
"1515" "2009-04-02" "38.14" "44.26" "385.6361" "221.3762"
"1516" "2009-04-03" "37.59" "41.2" "357.9384" "190.9869"
"1517" "2009-04-04" "34.55" "38.11" "338.0334" "167.8377"
"1518" "2009-04-05" "29.71" "32.35" "354.4254" "174.4914"
"1519" "2009-04-06" "37.87" "42.5" "379.4468" "210.6784"
"1520" "2009-04-07" "31.87" "40.51" "382.531" "209.0899"
"1521" "2009-04-08" "35.54" "39.31" "374.1478" "206.3402"
"1522" "2009-04-09" "34.63" "41.97" "364.8646" "197.584"
"1523" "2009-04-10" "28.88" "33.4" "366.6397" "192.1933"
"1524" "2009-04-11" "26.7" "35.33" "346.482" "171.9193"
"1525" "2009-04-12" "20.98" "24.18" "355.0352" "182.8193"
"1526" "2009-04-13" "23" "23.81" "372.98" "197.0972"
"1527" "2009-04-14" "36.24" "43.52" "389.3991" "211.9976"
"1528" "2009-04-15" "31.55" "39.28" "391.6932" "210.6423"
"1529" "2009-04-16" "33.65" "42.07" "413.7837" "224.892"
"1530" "2009-04-17" "32.7" "40.87" "373.3918" "193.6633"
"1531" "2009-04-18" "23.54" "26.7" "383.2568" "204.6794"
"1532" "2009-04-19" "18.47" "20.41" "333.6529" "161.1577"
"1533" "2009-04-20" "38.41" "45.01" "397.9909" "208.7085"
"1534" "2009-04-21" "38.78" "43.87" "397.0042" "206.1196"
"1535" "2009-04-22" "37.26" "42.46" "408.4543" "230.362"
"1536" "2009-04-23" "39.91" "47.22" "387.334" "203.6172"
"1537" "2009-04-24" "38.3" "42.9" "366.407" "190.709"
"1538" "2009-04-25" "29.87" "33.91" "380.3137" "195.1705"
"1539" "2009-04-26" "22.02" "22.12" "346.8225" "169.4346"
"1540" "2009-04-27" "33.85" "41.39" "377.212" "198.4384"
"1541" "2009-04-28" "39.64" "45.59" "377.6537" "197.7637"
"1542" "2009-04-29" "40.23" "48.01" "379.5743" "206.4974"
"1543" "2009-04-30" "37.18" "41.17" "399.2437" "219.9026"
"1544" "2009-05-01" "24.04" "29.1" "354.2743" "189.449"
"1545" "2009-05-02" "33.13" "38.21" "350.0421" "169.3379"
"1546" "2009-05-03" "25.09" "27.61" "337.1612" "161.9987"
"1547" "2009-05-04" "17.06" "43.93" "370.6717" "211.834"
"1548" "2009-05-05" "36.72" "44.98" "422.4729" "243.1543"
"1549" "2009-05-06" "36.46" "44.9" "448.3401" "262.6683"
"1550" "2009-05-07" "37.23" "41.72" "366.332" "198.6436"
"1551" "2009-05-08" "34.88" "36.97" "387.1422" "229.96"
"1552" "2009-05-09" "28.55" "37.05" "304.6587" "150.6087"
"1553" "2009-05-10" "25.61" "32.14" "314.2945" "147.6317"
"1554" "2009-05-11" "33" "41.87" "344.9431" "192.5754"
"1555" "2009-05-12" "33.14" "42.33" "353.144" "200.0643"
"1556" "2009-05-13" "35.23" "42.76" "340.4557" "184.6436"
"1557" "2009-05-14" "32.34" "40.81" "359.904" "201.2724"
"1558" "2009-05-15" "30.97" "41.13" "386.2646" "215.2415"
"1559" "2009-05-16" "31.12" "38.07" "312.5686" "155.0317"
"1560" "2009-05-17" "17.46" "21.13" "303.4734" "149.2861"
"1561" "2009-05-18" "36.75" "46.63" "351.9814" "193.1016"
"1562" "2009-05-19" "41.05" "48.28" "387.6064" "208.7538"
"1563" "2009-05-20" "38.49" "42.65" "377.2747" "208.3508"
"1564" "2009-05-21" "35.08" "39.34" "432.2584" "256.4614"
"1565" "2009-05-22" "29.03" "37.05" "337.9552" "191.5605"
"1566" "2009-05-23" "27.83" "31.78" "340.147" "177.5345"
"1567" "2009-05-24" "28.46" "33.6" "306.9757" "149.2474"
"1568" "2009-05-25" "38.75" "47.18" "355.2986" "192.8059"
"1569" "2009-05-26" "30.46" "39.98" "403.9581" "223.1472"
"1570" "2009-05-27" "32.57" "41.68" "366.1465" "201.0384"
"1571" "2009-05-28" "34.39" "41.38" "384.7374" "212.7534"
"1572" "2009-05-29" "31.57" "37.85" "346.5839" "192.0681"
"1573" "2009-05-30" "25.56" "32.09" "338.4165" "180.9934"
"1574" "2009-05-31" "16.86" "22.87" "335.8342" "164.495"
"1575" "2009-06-01" "18.33" "23.65" "331.7244" "187.9812"
"1576" "2009-06-02" "33.45" "41.74" "361.1926" "193.5448"
"1577" "2009-06-03" "30.31" "40.06" "396.8374" "224.8249"
"1578" "2009-06-04" "37.25" "43.05" "374.0273" "216.9921"
"1579" "2009-06-05" "38.32" "43.39" "351.3105" "192.9447"
"1580" "2009-06-06" "34.53" "38.58" "310.8322" "155.6464"
"1581" "2009-06-07" "27.27" "32.87" "296.5181" "146.6004"
"1582" "2009-06-08" "38.67" "50.1" "353.5998" "195.4099"
"1583" "2009-06-09" "39.39" "47.82" "362.0264" "202.8757"
"1584" "2009-06-10" "36.8" "42.81" "372.0869" "210.2372"
"1585" "2009-06-11" "30.94" "33.86" "392.5683" "234.0338"
"1586" "2009-06-12" "26.66" "33.15" "418.449" "249.0485"
"1587" "2009-06-13" "28.64" "32.03" "380.6907" "193.4264"
"1588" "2009-06-14" "27.84" "31.7" "333.0649" "159.2569"
"1589" "2009-06-15" "41.06" "51.19" "397.9035" "213.7596"
"1590" "2009-06-16" "40.13" "45.97" "373.8858" "205.2434"
"1591" "2009-06-17" "35.8" "44.76" "377.7233" "208.6956"
"1592" "2009-06-18" "37.75" "45.39" "345.8283" "190.6356"
"1593" "2009-06-19" "34.6" "39.52" "378.7109" "216.9424"
"1594" "2009-06-20" "28.46" "34.19" "319.7625" "168.1098"
"1595" "2009-06-21" "23.76" "29.25" "300.6688" "144.0629"
"1596" "2009-06-22" "32.64" "42.57" "374.5231" "208.8786"
"1597" "2009-06-23" "33.85" "41.13" "374.0565" "215.1619"
"1598" "2009-06-24" "33.87" "40.06" "381.5521" "208.5119"
"1599" "2009-06-25" "37.11" "43.52" "395.2181" "219.1087"
"1600" "2009-06-26" "36.05" "40.91" "366.4976" "198.996"
"1601" "2009-06-27" "31.15" "36.31" "321.407" "166.0628"
"1602" "2009-06-28" "21.9" "29.96" "319.2222" "155.7512"
"1603" "2009-06-29" "38.02" "46.76" "362.8134" "186.9148"
"1604" "2009-06-30" "41.88" "49.9" "364.2549" "189.9126"
"1605" "2009-07-01" "47.69" "61.84" "350.9949" "192.6064"
"1606" "2009-07-02" "46.9" "60.66" "343.788" "184.6981"
"1607" "2009-07-03" "44.19" "55.24" "334.7566" "178.3273"
"1608" "2009-07-04" "36.19" "39.54" "301.3962" "143.4472"
"1609" "2009-07-05" "31.78" "34.84" "286.6772" "135.3713"
"1610" "2009-07-06" "44.18" "52.08" "367.4119" "206.0478"
"1611" "2009-07-07" "36.99" "43.33" "370.5183" "213.9221"
"1612" "2009-07-08" "38.84" "46.9" "371.0822" "218.4445"
"1613" "2009-07-09" "35.98" "41.61" "396.6477" "241.9029"
"1614" "2009-07-10" "32.85" "39.81" "393.532" "230.2441"
"1615" "2009-07-11" "33.32" "35.83" "360.6426" "183.7602"
"1616" "2009-07-12" "31.57" "32.27" "336.5783" "167.6826"
"1617" "2009-07-13" "39.15" "46.17" "350.7139" "193.3217"
"1618" "2009-07-14" "37.26" "41.3" "372.6596" "215.9797"
"1619" "2009-07-15" "41.22" "47.85" "337.7292" "186.0289"
"1620" "2009-07-16" "40.11" "47.82" "333.6749" "187.1791"
"1621" "2009-07-17" "35.38" "39.08" "336.7241" "204.78"
"1622" "2009-07-18" "31.29" "35.96" "332.3137" "174.7074"
"1623" "2009-07-19" "22.37" "27.52" "353.7814" "176.3067"
"1624" "2009-07-20" "35.01" "42.52" "365.8735" "220.3173"
"1625" "2009-07-21" "36.4" "43.58" "335.3674" "188.9606"
"1626" "2009-07-22" "36.01" "44.74" "325.3016" "182.2704"
"1627" "2009-07-23" "38.22" "44.47" "330.9919" "192.1349"
"1628" "2009-07-24" "36.11" "40.6" "327.709" "190.0001"
"1629" "2009-07-25" "19.95" "20.87" "337.1352" "195.588"
"1630" "2009-07-26" "27.83" "32.95" "305.4101" "147.3182"
"1631" "2009-07-27" "35.32" "45.46" "294.5779" "160.8218"
"1632" "2009-07-28" "34.36" "41.4" "329.0347" "180.3062"
"1633" "2009-07-29" "33.22" "39.98" "320.184" "178.0873"
"1634" "2009-07-30" "27.29" "34.62" "367.0749" "219.4294"
"1635" "2009-07-31" "34.28" "41.7" "329.2283" "183.6261"
"1636" "2009-08-01" "31.85" "35.67" "299.1012" "148.0368"
"1637" "2009-08-02" "24.74" "29.42" "272.2135" "131.106"
"1638" "2009-08-03" "32.79" "40.65" "307.7487" "162.5511"
"1639" "2009-08-04" "35.84" "44.35" "319.7126" "167.3842"
"1640" "2009-08-05" "32.68" "41.97" "344.8675" "189.8317"
"1641" "2009-08-06" "36.62" "44.83" "328.5778" "186.0234"
"1642" "2009-08-07" "34.19" "40.08" "331.1753" "199.7036"
"1643" "2009-08-08" "28.46" "35.01" "290.2339" "143.8514"
"1644" "2009-08-09" "27.98" "33.85" "292.4542" "139.0828"
"1645" "2009-08-10" "36.02" "44.25" "359.6533" "201.8524"
"1646" "2009-08-11" "34.07" "39.76" "347.4365" "192.4559"
"1647" "2009-08-12" "31.99" "41.04" "347.4649" "195.3461"
"1648" "2009-08-13" "33.35" "39.58" "358.3456" "203.3419"
"1649" "2009-08-14" "36.71" "43.53" "352.2083" "184.1231"
"1650" "2009-08-15" "30.26" "32.19" "355.9796" "175.2429"
"1651" "2009-08-16" "22.22" "24.3" "301.2424" "155.6425"
"1652" "2009-08-17" "36.26" "46.05" "356.1922" "199.088"
"1653" "2009-08-18" "40.87" "50.12" "338.7676" "185.7758"
"1654" "2009-08-19" "39.45" "48.83" "369.5308" "205.5584"
"1655" "2009-08-20" "38.21" "47.17" "370.1913" "213.2058"
"1656" "2009-08-21" "44.71" "53.78" "339.1027" "180.8177"
"1657" "2009-08-22" "39.81" "43.12" "305.0879" "147.7517"
"1658" "2009-08-23" "34.94" "36.29" "311.3186" "149.1903"
"1659" "2009-08-24" "45.18" "59.24" "352.2046" "199.0203"
"1660" "2009-08-25" "51.77" "70.86" "334.0945" "177.6066"
"1661" "2009-08-26" "49.83" "61.79" "342.1563" "182.6826"
"1662" "2009-08-27" "53.59" "69.87" "343.5486" "190.1532"
"1663" "2009-08-28" "41.53" "48.56" "354.6633" "197.6925"
"1664" "2009-08-29" "34.85" "38.14" "343.2233" "186.3573"
"1665" "2009-08-30" "15.3" "18.77" "321.2843" "168.0545"
"1666" "2009-08-31" "42.17" "52.53" "355.333" "205.8983"
"1667" "2009-09-01" "37.25" "46.1" "378.7694" "208.3297"
"1668" "2009-09-02" "40.92" "49.13" "360.1677" "195.841"
"1669" "2009-09-03" "37.92" "44.95" "445.7746" "261.0646"
"1670" "2009-09-04" "30.56" "42.89" "450.0569" "242.953"
"1671" "2009-09-05" "23.67" "31.55" "443.8169" "235.4147"
"1672" "2009-09-06" "21.91" "24.36" "358.5627" "174.3809"
"1673" "2009-09-07" "38.98" "49.06" "397.3111" "221.3516"
"1674" "2009-09-08" "46.71" "58.4" "359.0889" "193.9645"
"1675" "2009-09-09" "45.31" "53.75" "338.4452" "183.6059"
"1676" "2009-09-10" "43.34" "51.43" "338.897" "181.3886"
"1677" "2009-09-11" "40.05" "47.17" "344.7311" "193.8111"
"1678" "2009-09-12" "34.56" "39.29" "314.2681" "161.1388"
"1679" "2009-09-13" "30.93" "34.63" "306.134" "157.5741"
"1680" "2009-09-14" "35.93" "44.33" "375.4247" "219.1093"
"1681" "2009-09-15" "35.43" "44.44" "393.1705" "225.2984"
"1682" "2009-09-16" "37.52" "44.69" "379.7275" "212.43"
"1683" "2009-09-17" "42.98" "51.63" "356.9502" "198.6139"
"1684" "2009-09-18" "41.07" "47.99" "360.2203" "194.5671"
"1685" "2009-09-19" "36.49" "40.74" "303.7252" "151.9133"
"1686" "2009-09-20" "30.89" "33.8" "333.2991" "162.3459"
"1687" "2009-09-21" "48.31" "61.49" "370.1366" "198.801"
"1688" "2009-09-22" "43.28" "52.53" "350.4409" "190.4777"
"1689" "2009-09-23" "42.77" "53.36" "348.6306" "196.2603"
"1690" "2009-09-24" "46.43" "56.14" "328.8757" "175.6673"
"1691" "2009-09-25" "43.89" "51.05" "369.1663" "201.8996"
"1692" "2009-09-26" "37.28" "41.75" "321.4658" "160.8225"
"1693" "2009-09-27" "33.79" "35.96" "326.7634" "157.6729"
"1694" "2009-09-28" "45.83" "57.24" "396.171" "229.5298"
"1695" "2009-09-29" "50.35" "65.06" "384.3178" "212.3947"
"1696" "2009-09-30" "63.14" "82.32" "373.0187" "204.5468"
"1697" "2009-10-01" "43.97" "54.94" "386.7194" "211.3251"
"1698" "2009-10-02" "48.63" "56.92" "384.8413" "217.0933"
"1699" "2009-10-03" "27.98" "29.81" "399.5737" "209.8854"
"1700" "2009-10-04" "-11.59" "28.73" "412.4914" "209.3568"
"1701" "2009-10-05" "52.5" "70.26" "378.2301" "195.4321"
"1702" "2009-10-06" "61.69" "81.24" "382.0678" "195.6354"
"1703" "2009-10-07" "55.54" "77.81" "395.2039" "198.0403"
"1704" "2009-10-08" "53.77" "69.31" "370.6406" "208.2918"
"1705" "2009-10-09" "48.91" "60.44" "356.9593" "188.7947"
"1706" "2009-10-10" "37.18" "42.52" "323.1206" "158.3291"
"1707" "2009-10-11" "32.01" "34.66" "334.9411" "162.7486"
"1708" "2009-10-12" "38.48" "44.8" "412.5248" "224.6465"
"1709" "2009-10-13" "41.51" "49.53" "390.6477" "210.8458"
"1710" "2009-10-14" "45.5" "52.74" "361.6812" "196.9513"
"1711" "2009-10-15" "48.12" "56.18" "403.8716" "221.9576"
"1712" "2009-10-16" "41.89" "45.73" "412.2306" "219.4069"
"1713" "2009-10-17" "42.49" "49.19" "362.8365" "182.009"
"1714" "2009-10-18" "38.62" "41.75" "371.1679" "182.8783"
"1715" "2009-10-19" "59.84" "76.88" "422.8125" "232.8609"
"1716" "2009-10-20" "51.82" "61.58" "377.9353" "205.4136"
"1717" "2009-10-21" "51.69" "63.1" "381.8921" "199.7168"
"1718" "2009-10-22" "50.64" "61.95" "371.0654" "190.7311"
"1719" "2009-10-23" "57.32" "72.96" "384.1919" "201.3111"
"1720" "2009-10-24" "38.19" "41.29" "343.0333" "167.806"
"1721" "2009-10-25" "26.4" "37.37" "296.9334" "144.2188"
"1722" "2009-10-26" "39.45" "47.21" "407.6921" "235.8737"
"1723" "2009-10-27" "57.01" "72.28" "365.7622" "199.4542"
"1724" "2009-10-28" "56.49" "74.33" "368.5497" "191.9919"
"1725" "2009-10-29" "59.02" "76.46" "367.6058" "191.5679"
"1726" "2009-10-30" "43.62" "50.92" "389.8583" "216.5454"
"1727" "2009-10-31" "41.93" "47.57" "324.9196" "163.5573"
"1728" "2009-11-01" "35.34" "39" "393.745" "192.0454"
"1729" "2009-11-02" "51.69" "69.36" "415.2855" "229.1041"
"1730" "2009-11-03" "48.19" "60.57" "411.3165" "226.4104"
"1731" "2009-11-04" "38.04" "49.27" "413.836" "234.3745"
"1732" "2009-11-05" "39.29" "49.47" "395.1428" "234.0636"
"1733" "2009-11-06" "41.91" "48.98" "379.3529" "218.6513"
"1734" "2009-11-07" "32.84" "40.15" "347.4287" "178.0096"
"1735" "2009-11-08" "31.06" "36.08" "377.2313" "197.6857"
"1736" "2009-11-09" "37.48" "48.4" "413.188" "233.108"
"1737" "2009-11-10" "48.74" "58.3" "428.5638" "228.4588"
"1738" "2009-11-11" "41.21" "47.82" "395.1845" "206.8857"
"1739" "2009-11-12" "46.18" "57.88" "389.5251" "210.4672"
"1740" "2009-11-13" "39.23" "46.43" "380.4824" "209.0167"
"1741" "2009-11-14" "33.43" "39.74" "410.2009" "216.4328"
"1742" "2009-11-15" "27.47" "37.25" "386.3562" "189.8754"
"1743" "2009-11-16" "38.95" "49.52" "406.99" "209.8682"
"1744" "2009-11-17" "39.55" "49.69" "407.9879" "223.8301"
"1745" "2009-11-18" "33.51" "39.61" "479.9468" "273.7502"
"1746" "2009-11-19" "35.96" "42.38" "445.5587" "250.7598"
