"Datum" "Base" "Peak" "BaseVolume" "PeakVolume"
"6310" "2010-12-26" "46.13" "49.26" "526.1834" "261.0534"
"6410" "2010-12-27" "56.45" "67.72" "555.6124" "299.5382"
"6510" "2010-12-28" "55.51" "65.86" "586.7507" "326.0313"
"6610" "2010-12-29" "55.47" "64.61" "513.6258" "281.7613"
"6710" "2010-12-30" "52.51" "59.75" "520.4631" "286.3227"
"6810" "2010-12-31" "45.62" "51.6" "630.33" "352.3119"
"6910" "2011-01-01" "20.78" "23.16" "679.2517" "334.9084"
"7010" "2011-01-02" "43.16" "50.95" "570.265" "282.6958"
"7110" "2011-01-03" "59.86" "69.73" "636.9375" "357.6918"
"7210" "2011-01-04" "57.64" "66.76" "643.1027" "353.6674"
"7310" "2011-01-05" "55.08" "62.38" "665.2341" "363.505"
"7410" "2011-01-06" "47.28" "56.48" "703.3066" "377.1313"
"7510" "2011-01-07" "52.23" "61.25" "629.1986" "331.8574"
"7610" "2011-01-08" "35.21" "43.05" "667.835" "352.1006"
"7710" "2011-01-09" "35.89" "44.78" "584.4145" "287.4967"
"7810" "2011-01-10" "48.9" "62.69" "657.0981" "361.6221"
"7910" "2011-01-11" "56.77" "64.91" "613.0494" "334.1469"
"8010" "2011-01-12" "49.48" "61.28" "629.4474" "345.0341"
"8110" "2011-01-13" "47.51" "57.69" "643.2745" "362.5451"
"8210" "2011-01-14" "45.59" "57.6" "737.8791" "405.1037"
"8310" "2011-01-15" "41.3" "53.06" "669.9446" "329.0542"
"8410" "2011-01-16" "32.65" "40.22" "630.875" "309.6338"
"8510" "2011-01-17" "48.19" "60.81" "610.6186" "327.9465"
"8610" "2011-01-18" "52.94" "62.95" "621.6582" "338.4919"
"8710" "2011-01-19" "57.14" "65.23" "582.6293" "321.6543"
"8810" "2011-01-20" "56.6" "64.92" "605.9478" "334.0332"
"8910" "2011-01-21" "57.29" "64.19" "596.5672" "324.3716"
"9010" "2011-01-22" "53.84" "57.94" "577.581" "298.1725"
"9110" "2011-01-23" "48.05" "51.26" "575.8634" "295.4746"
"9210" "2011-01-24" "58.17" "65.28" "615.1385" "338.043"
"9310" "2011-01-25" "53.98" "62.33" "692.7357" "380.7647"
"9410" "2011-01-26" "58.99" "66.59" "631.1591" "336.1784"
"9510" "2011-01-27" "58.27" "65.87" "629.5789" "346.0432"
"9610" "2011-01-28" "57.58" "63.61" "636.5118" "350.0547"
"9710" "2011-01-29" "51.99" "55.76" "563.3652" "281.8718"
"9810" "2011-01-30" "49.83" "51.57" "595.9384" "306.8572"
"9910" "2011-01-31" "61.76" "70.07" "622.1071" "352.895"
"10010" "2011-02-01" "58.82" "65.48" "622.8561" "348.6114"
"10110" "2011-02-02" "55.55" "62.21" "671.6723" "377.7076"
"10210" "2011-02-03" "51.43" "60.18" "733.3225" "397.9461"
"10310" "2011-02-04" "34.06" "47.97" "856.8995" "488.7776"
"10410" "2011-02-05" "23.06" "31.12" "806.388" "416.6695"
"10510" "2011-02-06" "33.83" "39.63" "668.4171" "328.753"
"10610" "2011-02-07" "42.03" "54.17" "742.5408" "400.7448"
"10710" "2011-02-08" "50.14" "58.16" "682.244" "375.5055"
"10810" "2011-02-09" "55.32" "63.03" "628.4077" "359.1862"
"10910" "2011-02-10" "54.05" "59.44" "622.3567" "357.0597"
"11010" "2011-02-11" "53.69" "59.54" "583.1291" "328.5487"
"11110" "2011-02-12" "49.74" "54.5" "560.0231" "295.276"
"11210" "2011-02-13" "42.02" "47.46" "540.1887" "262.3629"
"11310" "2011-02-14" "47.25" "55.02" "722.7371" "414.3312"
"11410" "2011-02-15" "55.33" "62.93" "663.9249" "369.6022"
"11510" "2011-02-16" "54.76" "62.34" "628.7947" "356.4824"
"11610" "2011-02-17" "56.58" "63.44" "594.2853" "336.5816"
"11710" "2011-02-18" "57.42" "63.64" "608.6439" "334.22"
"11810" "2011-02-19" "50" "52.45" "563.0833" "296.9386"
"11910" "2011-02-20" "46.42" "47.82" "552.7232" "287.924"
"12010" "2011-02-21" "58.71" "65.01" "595.8227" "338.5887"
"12110" "2011-02-22" "58.77" "66.81" "606.0594" "322.8715"
"12210" "2011-02-23" "59.18" "66.72" "620.7787" "335.6694"
"12310" "2011-02-24" "58.31" "65.66" "622.4825" "338.6186"
"12410" "2011-02-25" "56.31" "63.55" "633.583" "353.8621"
"12510" "2011-02-26" "50.87" "54.13" "558.964" "299.4065"
"12610" "2011-02-27" "50.3" "52.7" "541.6685" "280.5115"
"12710" "2011-02-28" "60.15" "67.68" "586.2943" "325.3322"
"12810" "2011-03-01" "58.25" "64.9" "606.0321" "340.7813"
"12910" "2011-03-02" "55.93" "60.54" "629.1419" "362.1791"
"13010" "2011-03-03" "59.12" "63.63" "606.5638" "339.0893"
"13110" "2011-03-04" "59.81" "64.12" "628.0222" "341.3731"
"13210" "2011-03-05" "48.41" "50.74" "608.5827" "324.9032"
"13310" "2011-03-06" "46.67" "46.61" "572.9204" "302.8998"
"13410" "2011-03-07" "56.58" "61.04" "672.1588" "381.0441"
"13510" "2011-03-08" "53.02" "56.92" "654.6224" "361.8077"
"13610" "2011-03-09" "54.7" "55.24" "742.3728" "434.7834"
"13710" "2011-03-10" "50.29" "53.08" "780.5577" "462.3282"
"13810" "2011-03-11" "54.41" "59.88" "721.3482" "402.0406"
"13910" "2011-03-12" "53.3" "54.63" "568.2228" "308.6795"
"14010" "2011-03-13" "50.57" "52.51" "520.9208" "271.4137"
"14110" "2011-03-14" "59.21" "66.58" "542.6046" "308.8817"
"14210" "2011-03-15" "53.83" "57.72" "601.0963" "352.0664"
"14310" "2011-03-16" "52.99" "60.28" "682.103" "396.075"
"14410" "2011-03-17" "56.04" "65.6" "584.2049" "311.5604"
"14510" "2011-03-18" "60.28" "66.22" "590.2157" "330.7346"
"14610" "2011-03-19" "49.63" "52.81" "549.0455" "291.5938"
"14710" "2011-03-20" "47.48" "47.98" "536.0608" "284.3485"
"14810" "2011-03-21" "56.04" "61.97" "594.8748" "340.9195"
"14910" "2011-03-22" "55.69" "59.07" "579.904" "333.5768"
"15010" "2011-03-23" "56.02" "60.68" "589.382" "328.7783"
"15110" "2011-03-24" "55.03" "58.08" "613.6475" "353.8428"
"15210" "2011-03-25" "54.95" "57.76" "608.0461" "343.7633"
"15310" "2011-03-26" "54.92" "57.41" "561.5894" "303.6093"
"15410" "2011-03-27" "49.34" "50.59" "514.501" "279.2946"
"15510" "2011-03-28" "57.52" "61.02" "549.9748" "317.9041"
"15610" "2011-03-29" "56.66" "60.16" "612.767" "358.804"
"15710" "2011-03-30" "58.27" "63.84" "624.5051" "346.4616"
"15810" "2011-03-31" "53.59" "58.03" "679.3258" "391.3963"
"15910" "2011-04-01" "54.69" "60.68" "682.4383" "382.5345"
"16010" "2011-04-02" "52.01" "52.41" "519.3508" "287.9615"
"16110" "2011-04-03" "46.38" "49.08" "512.288" "266.8942"
"16210" "2011-04-04" "58.49" "65.01" "609.1309" "359.8788"
"16310" "2011-04-05" "55.21" "57.89" "650.5031" "392.9178"
"16410" "2011-04-06" "55.33" "58.72" "669.8471" "393.3919"
"16510" "2011-04-07" "55.22" "58.58" "791.8516" "483.5323"
"16610" "2011-04-08" "51.82" "55.7" "751.4805" "455.3041"
"16710" "2011-04-09" "43.84" "49.85" "568.6751" "306.4535"
"16810" "2011-04-10" "33.47" "29.92" "491.0055" "276.1548"
"16910" "2011-04-11" "56.57" "60.58" "571.3772" "340.5183"
"17010" "2011-04-12" "53.15" "56" "758.6642" "452.0899"
"17110" "2011-04-13" "55.96" "59.29" "745.3185" "429.5179"
"17210" "2011-04-14" "60.69" "66.5" "577.4534" "332.7202"
"17310" "2011-04-15" "58.61" "61.63" "555.4153" "314"
"17410" "2011-04-16" "54.28" "54.43" "521.758" "286.3164"
"17510" "2011-04-17" "49.7" "48.63" "487.8732" "268.9993"
"17610" "2011-04-18" "59.56" "64.53" "569.381" "341.5393"
"17710" "2011-04-19" "56.46" "60.19" "584.71" "329.1152"
"17810" "2011-04-20" "57.3" "61.74" "562.1352" "324.2747"
"17910" "2011-04-21" "56.87" "60.85" "563.4712" "320.5841"
"18010" "2011-04-22" "51.43" "52.2" "615.1532" "376.0576"
"18110" "2011-04-23" "47.27" "47.53" "576.822" "320.4773"
"18210" "2011-04-24" "33.97" "35.1" "528.8665" "286.8709"
"18310" "2011-04-25" "27.95" "26.17" "591.2707" "353.5148"
"18410" "2011-04-26" "53" "59.43" "586.5707" "338.1702"
"18510" "2011-04-27" "56.23" "61.16" "585.7311" "336.8594"
"18610" "2011-04-28" "55.31" "61.02" "627.7434" "367.7662"
"18710" "2011-04-29" "52.63" "56.45" "694.0291" "406.7637"
"18810" "2011-04-30" "44" "43.24" "688.6401" "384.3516"
"18910" "2011-05-01" "31.27" "28.38" "595.3807" "324.783"
"19010" "2011-05-02" "54.38" "59.05" "635.8225" "362.3282"
"19110" "2011-05-03" "61.21" "67.3" "625.3504" "351.217"
"19210" "2011-05-04" "59.81" "64.19" "608.9021" "339.8114"
"19310" "2011-05-05" "62.3" "66.58" "628.284" "366.4831"
"19410" "2011-05-06" "56.99" "60.56" "578.923" "326.6992"
"19510" "2011-05-07" "51.91" "53.52" "606.9421" "330.1985"
"19610" "2011-05-08" "45.88" "47.39" "599.1123" "329.1558"
"19710" "2011-05-09" "60.57" "69.95" "627.0115" "364.3015"
"19810" "2011-05-10" "63.32" "71.92" "562.5712" "314.4786"
"19910" "2011-05-11" "65.12" "71.44" "560.3818" "310.2476"
"20010" "2011-05-12" "68.3" "76.82" "532.0814" "287.2841"
"20110" "2011-05-13" "60.08" "63.83" "606.293" "337.248"
"20210" "2011-05-14" "53.51" "55.15" "518.9801" "280.9933"
"20310" "2011-05-15" "49.77" "48.26" "515.5596" "285.4743"
"20410" "2011-05-16" "56.3" "62.96" "606.9601" "353.3444"
"20510" "2011-05-17" "62.35" "70.73" "608.0142" "339.832"
"20610" "2011-05-18" "61.35" "67.01" "562.0133" "326.0108"
"20710" "2011-05-19" "62.15" "69.17" "516.4742" "292.107"
"2082" "2011-05-20" "66.88" "75.67" "548.6941" "311.4835"
"2091" "2011-05-21" "53.69" "55.32" "510.9057" "278.5109"
"2102" "2011-05-22" "48.26" "49.15" "553.1473" "297.1292"
"2112" "2011-05-23" "61.47" "70.96" "574.4424" "323.4064"
"2121" "2011-05-24" "56.36" "61.85" "646.0951" "372.4447"
"2131" "2011-05-25" "63.02" "70.09" "598.2689" "356.2833"
"2141" "2011-05-26" "55.49" "59.26" "628.9945" "366.7065"
"2151" "2011-05-27" "57.77" "63" "685.0521" "391.7316"
"2161" "2011-05-28" "51.46" "52.95" "541.6801" "307.5517"
"2171" "2011-05-29" "42.91" "42.3" "568.8778" "321.7902"
"2181" "2011-05-30" "59.94" "65.85" "588.267" "337.4319"
"2191" "2011-05-31" "57.97" "66.39" "570.8738" "315.5702"
"2201" "2011-06-01" "60.06" "66.64" "604.0037" "329.9903"
"2211" "2011-06-02" "50.91" "50.74" "598.8191" "348.1883"
"2221" "2011-06-03" "53.55" "56.27" "586.6784" "337.5789"
"2231" "2011-06-04" "50.74" "52.9" "541.7437" "307.8375"
"2241" "2011-06-05" "48.69" "49.89" "511.7754" "283.4673"
"2251" "2011-06-06" "60.4" "67.93" "589.9228" "339.5225"
"2261" "2011-06-07" "62.29" "70.17" "532.9143" "306.8598"
"2271" "2011-06-08" "60.91" "69.7" "640.0377" "363.2077"
"2281" "2011-06-09" "55.77" "61.59" "584.9134" "323.3834"
"2291" "2011-06-10" "58.87" "65.79" "560.923" "316.1876"
"2301" "2011-06-11" "52.95" "55.19" "555.5093" "303.3225"
"2311" "2011-06-12" "50.37" "51.13" "499.7648" "275.207"
"2321" "2011-06-13" "52.15" "57.42" "548.4101" "325.7127"
"2331" "2011-06-14" "59.89" "66.26" "559.1318" "319.4137"
"2341" "2011-06-15" "63.24" "71.75" "527.3768" "303.5055"
"2351" "2011-06-16" "59.51" "66.63" "566.0085" "322.3182"
"2361" "2011-06-17" "55.95" "61.59" "600.6172" "340.6592"
"2371" "2011-06-18" "50.36" "55.51" "572.1409" "325.5538"
"2381" "2011-06-19" "13.63" "8.2" "698.9431" "390.4197"
"2391" "2011-06-20" "45.67" "61.67" "629.8203" "344.8109"
"2401" "2011-06-21" "56.12" "63.58" "557.6749" "320.8518"
"2411" "2011-06-22" "53.94" "60.92" "543.5257" "310.6632"
"2421" "2011-06-23" "45.34" "51.11" "638.5088" "379.7064"
"2431" "2011-06-24" "50.33" "56.26" "604.3642" "365.7462"
"2441" "2011-06-25" "46.23" "51.98" "509.1106" "275.1662"
"2451" "2011-06-26" "43.02" "47.99" "492.2868" "263.6131"
"2461" "2011-06-27" "54.42" "61.73" "577.9354" "343.1682"
"2471" "2011-06-28" "50.4" "57.41" "590.8367" "348.6496"
"2481" "2011-06-29" "51.97" "59.16" "576.7045" "333.968"
"2491" "2011-06-30" "51.2" "57.32" "612.0895" "356.4948"
"2501" "2011-07-01" "50.91" "56.3" "632.1115" "363.6123"
"2511" "2011-07-02" "43.04" "48.36" "668.2329" "373.4654"
"2521" "2011-07-03" "30.24" "35.59" "649.7911" "335.8683"
"2531" "2011-07-04" "53.3" "61.86" "588.6386" "333.701"
"2541" "2011-07-05" "54.69" "61.93" "567.6247" "324.4219"
"2551" "2011-07-06" "53.54" "58.51" "595.8707" "351.4609"
"2561" "2011-07-07" "55.29" "62.13" "587.2693" "336.4462"
"2571" "2011-07-08" "52.06" "56.5" "609.6934" "351.0908"
"2581" "2011-07-09" "49.63" "51.67" "548.5673" "301.1475"
"2591" "2011-07-10" "44.36" "46.8" "517.8877" "278.359"
"2601" "2011-07-11" "56.15" "62.9" "565.0798" "329.1634"
"2611" "2011-07-12" "51.05" "56.6" "590.6344" "343.6896"
"2621" "2011-07-13" "50.63" "58.16" "673.9529" "375.5178"
"2631" "2011-07-14" "48.4" "53.46" "692.5043" "406.8381"
"2641" "2011-07-15" "48.14" "53.74" "703.3384" "408.1751"
"2651" "2011-07-16" "42.85" "43.95" "592.4106" "330.6155"
"2661" "2011-07-17" "35.43" "42.63" "570.7675" "289.5216"
"2671" "2011-07-18" "43.64" "50.8" "685.8874" "396.5674"
"2681" "2011-07-19" "51.92" "57.87" "581.7177" "329.5268"
"2691" "2011-07-20" "50.62" "57.54" "598.7166" "327.5415"
"2701" "2011-07-21" "51.11" "55.58" "601.9815" "334.5467"
"2711" "2011-07-22" "48.23" "54.39" "694.6984" "398.8878"
"2721" "2011-07-23" "27.66" "32.73" "667.0923" "361.7333"
"2731" "2011-07-24" "19.82" "23.22" "614.1098" "327.2315"
"2741" "2011-07-25" "44.83" "56.65" "590.8101" "329.8166"
"2751" "2011-07-26" "49.77" "54.03" "578.1167" "328.1285"
"2761" "2011-07-27" "49.97" "54.33" "579.2677" "333.038"
"2771" "2011-07-28" "49.72" "53.66" "597.2118" "334.5385"
"2781" "2011-07-29" "48.92" "53.41" "655.6762" "385.1395"
"2791" "2011-07-30" "42.33" "46.15" "576.257" "313.9748"
"2801" "2011-07-31" "40.1" "45.63" "534.2075" "277.919"
"2811" "2011-08-01" "49.89" "54.76" "598.9742" "329.8146"
"2821" "2011-08-02" "48.64" "54.28" "592.1789" "346.1103"
"2831" "2011-08-03" "47.6" "54.23" "599.501" "350.6682"
"2841" "2011-08-04" "49.69" "54.56" "593.566" "346.9777"
"2851" "2011-08-05" "48.01" "53.74" "576.0665" "329.1781"
"2861" "2011-08-06" "45.19" "48.96" "521.2053" "279.3828"
"2871" "2011-08-07" "27.61" "29.62" "549.5871" "293.3622"
"2881" "2011-08-08" "44.66" "49.81" "608.9283" "350.9365"
"2891" "2011-08-09" "35.67" "43.86" "694.864" "391.5563"
"2901" "2011-08-10" "40.76" "50.86" "642.3113" "362.3926"
"2911" "2011-08-11" "42.58" "50.01" "648.7196" "370.876"
"2921" "2011-08-12" "48.41" "53.76" "586.0394" "333.6107"
"2931" "2011-08-13" "47.62" "50.69" "493.2885" "260.0099"
"2941" "2011-08-14" "43.37" "43.85" "541.6575" "281.0095"
"2951" "2011-08-15" "46.62" "50.84" "564.645" "315.7718"
"2961" "2011-08-16" "51.18" "55.83" "561.9328" "315.8553"
"2971" "2011-08-17" "51.23" "57.06" "588.1516" "337.4162"
"2981" "2011-08-18" "52.16" "57.46" "588.9354" "332.8135"
"2991" "2011-08-19" "51.14" "55.26" "654.479" "370.4927"
"3001" "2011-08-20" "48.35" "50.38" "546.627" "299.8504"
"3011" "2011-08-21" "45.5" "46.51" "529.2014" "284.6888"
"3021" "2011-08-22" "57.5" "64.97" "637.2038" "369.7995"
"3031" "2011-08-23" "54.69" "61.64" "651.2973" "367.9904"
"3041" "2011-08-24" "58.75" "67.13" "638.5151" "356.7219"
"3051" "2011-08-25" "63.74" "74.01" "597.892" "325.7055"
"3061" "2011-08-26" "53.4" "57.96" "653.1786" "373.9207"
"3071" "2011-08-27" "48.49" "52.97" "534.7805" "278.0545"
"3081" "2011-08-28" "41.07" "42.08" "569.5877" "307.1041"
"3091" "2011-08-29" "49.82" "55.87" "659.1504" "383.6305"
"3102" "2011-08-30" "56.92" "64.63" "621.9748" "348.8696"
"3111" "2011-08-31" "55.5" "61.33" "603.936" "341.327"
"3121" "2011-09-01" "59.01" "65.4" "579.7941" "330.8978"
"3131" "2011-09-02" "56.9" "63" "573.062" "319.7971"
"3141" "2011-09-03" "50.88" "53.97" "539.8577" "294.3607"
"3151" "2011-09-04" "45.34" "46.69" "491.9215" "258.5706"
"3161" "2011-09-05" "53.88" "59.86" "679.3386" "391.0476"
"3171" "2011-09-06" "46.23" "51.2" "706.2621" "402.9261"
"3181" "2011-09-07" "43.94" "54.81" "754.0974" "419.3494"
"3191" "2011-09-08" "50.33" "57.79" "709.3914" "388.5821"
"3201" "2011-09-09" "61.03" "68.91" "611.5261" "337.786"
"3211" "2011-09-10" "49.55" "51.88" "578.333" "309.6492"
"3221" "2011-09-11" "39.22" "45.56" "532.847" "278.7293"
"3231" "2011-09-12" "48.94" "58.57" "670.0025" "384.4672"
"3241" "2011-09-13" "48.07" "57.99" "709.1632" "391.5011"
"3251" "2011-09-14" "50.66" "58.31" "733.2597" "431.9994"
"3261" "2011-09-15" "56.45" "61.95" "642.864" "371.7045"
"3271" "2011-09-16" "58.08" "64.02" "609.2562" "344.4975"
"3281" "2011-09-17" "52.7" "55.9" "586.5232" "310.8692"
"3291" "2011-09-18" "45.63" "48.98" "542.4481" "276.8483"
"3301" "2011-09-19" "61.27" "71.82" "631.9774" "353.9891"
"3311" "2011-09-20" "57.97" "66.81" "628.1693" "342.6826"
"3321" "2011-09-21" "55.79" "63.52" "621.8035" "359.7325"
"3331" "2011-09-22" "52" "60.81" "642.3554" "366.7015"
"3341" "2011-09-23" "55.97" "61.83" "606.2334" "345.9043"
"3351" "2011-09-24" "48.34" "50.92" "581.8099" "316.1365"
"3361" "2011-09-25" "43.31" "47.05" "553.797" "294.2061"
"3371" "2011-09-26" "54.3" "61.95" "571.3241" "327.927"
"3381" "2011-09-27" "60.22" "69.08" "586.1579" "338.0206"
"3391" "2011-09-28" "58.42" "66.27" "612.106" "350.6254"
"3401" "2011-09-29" "57.25" "64.52" "567.9214" "322.2628"
"3411" "2011-09-30" "57.6" "63.96" "582.4616" "335.7445"
"3421" "2011-10-01" "50.23" "53.46" "593.2885" "330.6677"
"3431" "2011-10-02" "41.59" "43.02" "550.5616" "303.9987"
"3441" "2011-10-03" "48.63" "54.59" "657.2838" "382.2547"
"3451" "2011-10-04" "51.91" "61.32" "698.1106" "403.9583"
"3461" "2011-10-05" "54.36" "61.13" "674.9839" "383.9416"
"3471" "2011-10-06" "46.24" "51.86" "770.1766" "444.7524"
"3481" "2011-10-07" "50.8" "57.93" "722.573" "398.9666"
"3491" "2011-10-08" "49.73" "54.38" "683.9321" "365.6246"
"3501" "2011-10-09" "44.3" "45.39" "603.0255" "316.0071"
"3511" "2011-10-10" "50.98" "60.3" "718.7022" "388.3563"
"3521" "2011-10-11" "53.15" "62.94" "681.6088" "379.4446"
"3531" "2011-10-12" "54.39" "66.91" "607.5131" "335.9619"
"3541" "2011-10-13" "57.63" "65.91" "555.0478" "312.5877"
"3551" "2011-10-14" "54.65" "60.95" "576.5808" "333.3097"
"3561" "2011-10-15" "47.71" "51.97" "578.3005" "309.1675"
"3571" "2011-10-16" "43.58" "46.27" "579.0766" "308.971"
"3581" "2011-10-17" "57.68" "65.98" "638.4117" "368.6034"
"3591" "2011-10-18" "49.59" "57" "656.0452" "373.7933"
"3601" "2011-10-19" "55.36" "64.15" "664.3381" "375.0229"
"3611" "2011-10-20" "62.41" "71.8" "615.9295" "353.0391"
"3621" "2011-10-21" "55.49" "61.22" "584.9563" "333.7794"
"3631" "2011-10-22" "48.67" "51.4" "585.4457" "307.9162"
"3641" "2011-10-23" "41.26" "43.49" "606.0038" "312.3537"
"3651" "2011-10-24" "49.28" "55.74" "744.3875" "414.8799"
"3661" "2011-10-25" "54.32" "60.63" "706.5109" "386.8281"
"3671" "2011-10-26" "59.46" "69.8" "576.2968" "307.5458"
"3681" "2011-10-27" "60.07" "68.87" "529.2919" "294.4249"
"3691" "2011-10-28" "56.75" "64" "556.9092" "312.8538"
"3701" "2011-10-29" "50.67" "55.11" "525.6673" "275.2095"
"3711" "2011-10-30" "45.04" "52.27" "547.1861" "269.4933"
"3721" "2011-10-31" "55.34" "63.41" "570.5059" "318.2822"
"3731" "2011-11-01" "47.37" "52.17" "622.1805" "357.4931"
"3741" "2011-11-02" "58.61" "69.75" "600.1202" "337.5403"
"3751" "2011-11-03" "52.67" "60.55" "629.3242" "348.6083"
"3761" "2011-11-04" "55.98" "65.14" "606.8699" "333.4792"
"3771" "2011-11-05" "47.63" "52.18" "562.4199" "292.8982"
"3781" "2011-11-06" "46.08" "50.23" "539.7739" "276.9655"
"3791" "2011-11-07" "56.3" "67.12" "568.3337" "311.2823"
"3801" "2011-11-08" "56.87" "67.23" "600.2735" "335.1658"
"3811" "2011-11-09" "59.41" "69.87" "599.9153" "334.9503"
"3821" "2011-11-10" "58.95" "68.96" "614.5255" "342.0898"
"3831" "2011-11-11" "50.91" "55.5" "654.7333" "365.9149"
"3841" "2011-11-12" "49.2" "56.17" "569.1089" "295.0961"
"3851" "2011-11-13" "45.65" "48.91" "537.5462" "280.9429"
"3861" "2011-11-14" "62.43" "76.43" "575.9503" "316.237"
"3871" "2011-11-15" "62.13" "73.51" "553.0665" "299.2195"
"3881" "2011-11-16" "61.78" "74.51" "563.4619" "306.1694"
"3891" "2011-11-17" "63.21" "76.95" "522.9052" "286.689"
"3901" "2011-11-18" "61.95" "72.95" "551.3696" "303.8463"
"3911" "2011-11-19" "51.84" "57.19" "521.4475" "259.9209"
"3921" "2011-11-20" "49.13" "51.69" "523.3635" "267.6668"
"3931" "2011-11-21" "64.22" "76.63" "549.7328" "307.2034"
"3941" "2011-11-22" "63.89" "76.7" "538.0478" "300.5072"
"3951" "2011-11-23" "65.27" "77.41" "549.3849" "297.3865"
"3961" "2011-11-24" "61.07" "71.78" "588.1953" "326.8758"
"3971" "2011-11-25" "55.71" "64.04" "673.0496" "371.575"
"3981" "2011-11-26" "45.93" "53.11" "679.4677" "338.2466"
"3991" "2011-11-27" "33.92" "39.67" "819.2651" "425.0884"
"4001" "2011-11-28" "58.99" "71.97" "644.4765" "334.3448"
"4011" "2011-11-29" "55.97" "64.41" "685.7275" "374.6989"
"4021" "2011-11-30" "57.67" "70.29" "675.1932" "343.7234"
"4031" "2011-12-01" "52.76" "59.26" "731.7208" "409.322"
"4041" "2011-12-02" "53.02" "61.25" "703.8823" "385.7874"
"4051" "2011-12-03" "46.32" "49.01" "736.4651" "405.2921"
"4061" "2011-12-04" "36.75" "45.22" "704.0472" "357.799"
"4071" "2011-12-05" "46.05" "54.57" "718.2879" "390.1794"
"4081" "2011-12-06" "49.59" "56.61" "722.9056" "382.2158"
"4091" "2011-12-07" "48.95" "54.59" "754.9005" "409.8428"
"4102" "2011-12-08" "46.41" "53.29" "781.1397" "403.9222"
"4111" "2011-12-09" "42.59" "52.76" "823.4336" "435.4423"
"4121" "2011-12-10" "46.13" "51.94" "658.5793" "333.4792"
"4131" "2011-12-11" "45.39" "50.59" "595.497" "298.6374"
"4141" "2011-12-12" "49.84" "57.64" "666.242" "360.4492"
"4151" "2011-12-13" "45.64" "51.8" "784.4578" "427.2135"
"4161" "2011-12-14" "45.98" "54.92" "758.5465" "398.6252"
"4171" "2011-12-15" "45.99" "53.83" "739.305" "381.46"
"4181" "2011-12-16" "48.13" "54.41" "720.1848" "389.2199"
"4191" "2011-12-17" "33.2" "40.73" "722.7396" "368.7326"
"4201" "2011-12-18" "34.15" "41.68" "652.4454" "333.394"
"4211" "2011-12-19" "48.89" "57.23" "645.2487" "344.2451"
"4221" "2011-12-20" "47.54" "53.79" "648.7436" "329.2798"
"4231" "2011-12-21" "49.83" "56.37" "616.4036" "324.1321"
"4241" "2011-12-22" "49.65" "56.28" "624.7673" "339.8586"
"4251" "2011-12-23" "46.49" "51.35" "665.5993" "358.151"
"4261" "2011-12-24" "28.16" "34.58" "668.4546" "343.5014"
"4271" "2011-12-25" "15.69" "23.15" "640.8842" "315.2882"
"4281" "2011-12-26" "27.67" "39.18" "699.2615" "370.3868"
"4291" "2011-12-27" "42.67" "54.55" "668.1466" "343.3164"
"4301" "2011-12-28" "44.33" "49.1" "678.2176" "371.4156"
"4311" "2011-12-29" "33.82" "45.53" "832.3231" "445.3889"
"4321" "2011-12-30" "39.01" "47.96" "745.1409" "394.9435"
"4331" "2011-12-31" "39.19" "47.03" "546.4741" "277.7558"
"4341" "2012-01-01" "18.19" "18.75" "667.8398" "342.8239"
"4351" "2012-01-02" "33.82" "49.89" "747.5773" "373.1751"
"4361" "2012-01-03" "35.03" "42.27" "859.3457" "469.4033"
"4371" "2012-01-04" "32.16" "47.14" "886.662" "456.8352"
"4381" "2012-01-05" "20.35" "40.63" "896.0197" "451.37"
"4391" "2012-01-06" "36.26" "47.34" "770.894" "379.8"
"4401" "2012-01-07" "32.58" "39.51" "729.2102" "379.9144"
"4411" "2012-01-08" "26.83" "37.24" "662.8272" "323.2706"
"4421" "2012-01-09" "47.91" "56.06" "667.5398" "353.2288"
"4431" "2012-01-10" "45.77" "54.27" "644.2443" "323.2516"
"4441" "2012-01-11" "47.83" "54.32" "655.0583" "347.5476"
"4451" "2012-01-12" "43.1" "46.73" "817.4821" "450.3939"
"4461" "2012-01-13" "36.69" "44.4" "836.8645" "438.0724"
"4471" "2012-01-14" "40.06" "46.1" "679.4273" "347.7511"
"4481" "2012-01-15" "41.58" "43.87" "612.9535" "316.2144"
"4491" "2012-01-16" "49.51" "56.33" "622.7848" "337.3014"
"4501" "2012-01-17" "50.02" "55.96" "576.4563" "307.9702"
"4511" "2012-01-18" "45.37" "48.29" "644.6202" "352.9847"
"4521" "2012-01-19" "45.16" "51.13" "695.6744" "369.0602"
"4531" "2012-01-20" "42.73" "48.61" "739.0108" "393.519"
"4541" "2012-01-21" "37.61" "40.12" "711.7907" "385.0114"
"4551" "2012-01-22" "13.66" "22.37" "769.6524" "379.9093"
"4561" "2012-01-23" "44.01" "51.33" "644.5654" "344.7424"
"4571" "2012-01-24" "49.35" "56.04" "588.0102" "311.9793"
"4581" "2012-01-25" "47.16" "51.92" "610.7277" "328.9956"
"4591" "2012-01-26" "45.18" "49.59" "663.577" "377.084"
"4601" "2012-01-27" "48.76" "55.27" "590.4178" "304.6489"
"4611" "2012-01-28" "45.34" "50" "575.3883" "290.9618"
"4621" "2012-01-29" "41.5" "44.72" "590.4276" "299.0541"
"4631" "2012-01-30" "44.31" "51.05" "731.5131" "408.4603"
"4641" "2012-01-31" "48.72" "54.64" "689.8636" "368.0253"
